2.719		0.2
2.757		0.173684
2.795		0.242105
2.833		0.289474
2.871		0.294737
2.909		0.352632
2.947		0.363158
2.985		0.4
3.023		0.489474
3.061		0.473684
3.099		0.626316
3.137		0.710526
3.175		0.742105
3.213		0.773684
3.251		0.768421
3.289		0.805263
3.327		0.915789
3.365		0.842105
3.403		0.936842
3.441		1.07368
3.479		1.02632
3.517		0.915789
3.555		0.852632
3.593		0.910526
3.631		0.910526
3.669		1.03158
3.707		0.936842
3.745		0.868421
3.783		0.794737
3.821		0.742105
3.859		0.626316
3.897		0.542105
3.935		0.647368
3.973		0.568421
4.011		0.478947
4.049		0.342105
4.087		0.352632
4.125		0.305263
4.163		0.263158
4.201		0.189474
4.239		0.194737
4.277		0.194737
4.315		0.105263
4.353		0.126316
4.391		0.0947368
4.429		0.0421053
4.467		0.0368421
4.505		0.0263158
4.543		0.0105263
4.581		0.0157895
